,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0115975511368676,1.022554643479752,1.0233440168287367,1.027648153848635,1.023862059511887,1.0208789001581768,1.0232542088307306,1.0232442328207034,1.0232594220585527,1.0194446362432792,1.0188232936299684,1.0233772416875917,1.0116885187672349,1.016931937531396,1.0275249480532054,1.0154365852101026,1.0228284107564367,1.0085406845245362,1.022350862070298,1.020591788446096,1.0138940820802702,1.016605750520778,1.0233277512653107,1.0168643351706952,1.0141272139798276,1.0162480217151135,1.0233360314409148,1.016629220473192,1.020858797302186,1.0277419929547946,1.0187989645420203,1.021883674639136,1.0202814118416013,1.0232864132436044,1.0048051785848526,1.0275568961640218,1.0205677887815148,1.0278337518575447,1.0044387570458662,1.0231369483399844,1.01659444309368,1.0138476248496249,1.023134309757701,1.0239546344509454,1.0243515949076152,1.0238715734415818,1.0233113186199507,1.0168488904567936,1.027128330393939,1.027769262684727,1.0167163527859633,1.0232962892911805,1.0169585890819464,1.0115977695523783,1.0240947648956742,1.0231000410598254,1.0275089971372364,1.0211366538071815,1.0212120107552163,1.0217882290126412,1.024235997066533,1.0233430769595608,1.013849644204081,1.0212382319348534,1.0177932624102055,1.0222921650209997,1.0165190851910146,1.0166334091983433,1.0238469577168796,1.004986084718972,1.0228526465647263,1.0169389523977685,1.0233659318323742,1.0109139781503909,1.0044182237002803,1.0272560451851795,1.027785144950207,1.0276067418298331,1.0166971463870498,1.0224360264748873,1.0044757912232585,1.0232375584447664,1.0202397132112722,1.0166212071027059,1.0231881081391643,1.0188600072714262,1.0169280393301467,1.0278965437365626,1.018772919962037,1.0279424389791374,1.023359685913283
2,1.0114425270407317,1.0274233487535784,1.0257611366070118,1.031554369637214,1.0234362206709693,1.0209496987145983,1.0256707531829303,1.0245324619862737,1.024364850444032,1.0193920731254245,1.0188643524309071,1.0244833930831918,1.0115341433655614,1.0167309212591777,1.0314303959200768,1.0152086557685225,1.027694958876326,1.0084180277203636,1.0221466928275742,1.0205387959958838,1.0138433107658111,1.016403207870767,1.0283781945852877,1.0166629377921386,1.0139283391061789,1.0160019129211415,1.0265669199683456,1.0164268556797653,1.0209294520642473,1.0316490074072995,1.0188397922918901,1.0229121559606302,1.0200780139404033,1.0257031137384502,1.0047296075352998,1.0314623727116872,1.0205146217164307,1.029598211835776,1.0044216937084667,1.0264370073751437,1.0163923363988339,1.0137965155063877,1.0264339249861412,1.0238324867185968,1.0242987894427078,1.0237493046378656,1.0244170654644165,1.0166481306796475,1.0272022965851515,1.0335554752736653,1.016514367706853,1.0245848286885024,1.016907265637067,1.0114427438286675,1.0236843168164054,1.0281440937072648,1.0314143906708173,1.020933145882756,1.0221982473322195,1.0228087871102256,1.023834289918512,1.0244459464947868,1.0137985495586348,1.0222246324144457,1.0178528139600393,1.0233407778496701,1.016317196315379,1.016431073658865,1.0237245077463077,1.0050017972172123,1.0241055930706644,1.016886715040717,1.0266649465323998,1.0109271509226354,1.0044010124132414,1.0273380434106105,1.0335697353505533,1.0315125102729745,1.0164962426382862,1.027305658911808,1.0044589947255456,1.024342852690059,1.0202819025850256,1.0164187798816346,1.0244760028819446,1.0189011842798632,1.016875723222098,1.0296689553087268,1.0188135606277098,1.0297151024913038,1.0265908863942577
3,1.009184083802247,1.01508852531687,1.0112266100180247,1.0195608553901487,1.0192344008206309,1.0125259415929224,1.0111361001877999,1.0100343410528305,1.0216848246656791,1.009290004603401,1.0169644906265454,1.0218032523871858,1.0092752459808032,1.018181688021091,1.0194364057408736,1.0135012086736357,1.0153687497462611,1.00720611532643,1.0174384289269416,1.0092298586884627,1.0069506406833386,1.0264801101453305,1.0276919267994131,1.0190602128214732,1.012581429265137,1.0140686306646165,1.0120086595998485,1.0230439502040574,1.012505599576396,1.0196555108802108,1.0148856259082923,1.0196343033908404,1.0174015376426893,1.0111688087051989,1.0040401937292986,1.019468943014903,1.0092055009425007,1.0176280968956557,1.0021975307703388,1.0231465841873053,1.0218973780519789,1.006903693628228,1.0231443655410002,1.0096828599081846,1.0092573242879144,1.009599888837043,1.0217369890649413,1.019111127461859,1.0153021273809089,1.0242141644685632,1.021131573281909,1.0100872706473634,1.0119891737033062,1.00918425329514,1.019474659969736,1.0253329179168837,1.019420270132087,1.0174438621278725,1.018935933913575,1.0195339368213998,1.0196202435236252,1.021139572859628,1.0069057342850518,1.018962308632327,1.0110497736445463,1.0200556511262178,1.0218212128190374,1.0230482129957241,1.009574831852035,1.0032383578710062,1.0096284016255812,1.016254886358476,1.0233791581203597,1.0069680583484364,1.0021769692569233,1.0154333691165116,1.0215588809036946,1.0195191326724984,1.01888995265008,1.0149671246669731,1.0022346023000892,1.021662848245815,1.0133780702847581,1.024188848844406,1.009977275349809,1.0198827840169482,1.0173354828974872,1.017692186727661,1.0148593863759656,1.0177387103843623,1.0120322562484108
4,1.0087712383614287,1.0106292088918325,1.006781813697614,1.0145973554321912,1.0117557401245358,1.007485517975698,1.0066908347271613,1.005591114702994,1.0126787261134396,0.9998233852217014,1.0043876526001823,1.0127986385002743,1.0088592132625769,1.0108889069075058,1.0144725621349784,1.0090978843535636,1.0109161121433117,1.005804264737013,1.0101537095089286,0.9997625209161103,1.0010497785481243,1.009783821045952,1.0192550463136616,1.0100471595373828,1.0086849674845608,1.0093483031939916,1.0075631001092171,1.0098075315727795,1.007465000549576,1.0146918531651778,1.0043609823726822,1.0112664471690818,1.0101165449106613,1.0067238060730814,1.0032405366085846,1.0145054498162542,0.9997378438271907,1.012680356449295,1.00007796680186,1.0147430040980194,1.009770789822849,1.001002384349288,1.0147415671629438,1.0049235285725318,0.9997903999675648,1.004840389424631,1.012731544433838,1.0118094538519218,1.0103237503940354,1.019218752919678,1.0098962876676503,1.0056444701961904,0.9997424142973866,1.0087713999298884,1.0119936795557398,1.0169169710389232,1.014456289184967,1.0101590072056577,1.0105749678326255,1.0111678791286207,1.0121380106986497,1.0127611429055465,1.001004444452055,1.0106016566574743,1.0059812142225197,1.0116856296597334,1.0096922222155176,1.0098117569949487,1.0048151225723296,1.0014722574387522,1.0051902950995903,0.9997254060318729,1.0149809631078248,1.0030012809544586,1.000057374945064,1.0104541165100565,1.0165816899373934,1.0145558997629205,1.0098751608151681,1.0105049190999016,1.000115080094166,1.0126564743035682,1.0043987579216114,1.0097994483986323,1.005533589958866,1.0044245575403734,0.9997142327606954,1.0127425241518724,1.0043343721968083,1.0127894438502847,1.0075861126316286
5,1.0110609446568568,1.029303912108098,1.0253552300485742,1.0328562610535412,1.0286013681610602,1.0207613581520176,1.0252658070458869,1.0261697143104624,1.0326966821457286,1.0190682088380938,1.0188206881142252,1.0328130019219113,1.0111515540089813,1.0178851665524697,1.032734560299509,1.0169238508342182,1.0295844102507892,1.008665859355641,1.0233170467297763,1.0202133318827655,1.0135324219201942,1.0175573340520223,1.0387610382936798,1.017817422348048,1.0150826627116802,1.0180680632942831,1.0261513336584736,1.0175806707505288,1.0207413255882436,1.0329484225959118,1.0187966819884986,1.0343372428935258,1.0212436321914007,1.0252978321040114,1.0048788023661201,1.0327661701796147,1.020189410019666,1.0320207486867228,1.0043932776423308,1.034166041224951,1.0175443363738084,1.0134861159895983,1.0341648758797306,1.0223227204738368,1.0239661637421602,1.0222404073639548,1.0327479180977899,1.0177995355718397,1.0269399222150093,1.0375569269916185,1.0176683494133525,1.0262214343805587,1.016580975333228,1.011061151310685,1.028827321757377,1.03639167961087,1.0327187472070078,1.0221003560597721,1.0336763833878049,1.034243248741192,1.028964086587531,1.0333174095836493,1.0134881287656394,1.0337021945356542,1.0177087103666829,1.034739444314829,1.017466706202948,1.0175848538605123,1.0222158408261885,1.005007540154627,1.0247838540034648,1.0165641277905157,1.0343984590654305,1.0109714862102654,1.0043728193743164,1.027064005742073,1.0348698880601364,1.0328157615851254,1.0176450302740165,1.0291824062782404,1.0044301760893457,1.0326750967368048,1.0202353284344015,1.0175727139660289,1.026113952212591,1.018857746184718,1.0165532525857988,1.0344535806067885,1.0187707314193954,1.0344990196912869,1.0261744290504657
6,1.006801974254509,1.017878833986489,1.018707304908536,1.013506285273336,1.012259104884902,1.0111380367753118,1.0186170300960045,1.0215438614968453,1.0115410827389717,1.0128760479957513,1.0160633623496713,1.0116606996051427,1.006893004056811,1.0141904723192938,1.0133822765220535,1.0097866896116572,1.0181647501097768,1.0053563368173217,1.0162285285993706,1.0123036804472525,1.0109904138621046,1.0232142024449349,1.0116220639016296,1.0158391190912215,1.009396749789409,1.0100226080476986,1.018695596292589,1.0197960848822434,1.011117666816845,1.0135999350088494,1.0139988786639218,1.0100603149224971,1.0193143228901103,1.0186494981340328,1.002985891797601,1.0134150592970061,1.0122793967267636,1.0134705672462785,1.003545297073378,1.0114145726842856,1.0186546474274039,1.0109436546793404,1.0114135411013327,1.0184842585009342,1.0125960695170269,1.0184021019552842,1.0115937708923626,1.0141041381106912,1.013254273561341,1.0136270183665919,1.0178960669033503,1.0205799404150422,1.0160971107133256,1.0068020946821792,1.0124949746458967,1.011386594916224,1.013366044459903,1.0162339753297938,1.0093786656003045,1.0099635648396572,1.0126378029917977,1.0115817442860948,1.0109456871647557,1.0094052902695172,1.0099721620617677,1.0104746966009464,1.0185764650760016,1.019800303367126,1.0183772635363035,1.0029505411595965,1.0188129501882608,1.0204112869569544,1.0116535343886408,1.0063294938500935,1.0035247079086123,1.0133838815978689,1.0136435447293908,1.0134653169071501,1.0156656774166166,1.0177549542335793,1.003582426613758,1.011518885760799,1.0124516235843786,1.0209349213269243,1.0236797401421291,1.0189618829036362,1.0215045902779354,1.0133071625233505,1.0139726161632625,1.013353887826755,1.0187186749738701
7,1.0089530241458988,1.0020433361937806,1.002875570144832,1.0104267498498334,1.0157547277919015,1.0072515975080025,1.0027851167896193,1.002786375111975,1.0166547131356305,1.0005622622262225,1.004452156596675,1.0167732991888656,1.0090403522770055,1.008364720275543,1.0103023410524967,1.0098607754124356,1.0023320175431945,1.0059480764842057,1.0084032077244223,1.000501868034958,1.0010478087351409,1.0080349795689159,1.0161310519688824,1.0082970210973856,1.0089183200680885,1.010442404359484,1.00286429914332,1.008058610177732,1.0072312224776905,1.0105209425652293,1.0044255823775183,1.0147032325719754,1.0083662731107232,1.0028179792919159,1.0033290952861187,1.0103352495363296,1.000477386037234,1.0106203247100605,1.0000773523136244,1.0159081923813922,1.008021768492359,1.00100075443348,1.0159068909614863,1.003802919678185,1.0005295262868126,1.0037196104283286,1.0167069472653378,1.0082789276246262,1.0099816785987719,1.010541871244155,1.0081468669588258,1.002839496191725,1.0004809843375526,1.0089531882870069,1.0159752099748725,1.0158998441503584,1.0102861180605995,1.0084084518330585,1.0140580117734432,1.014613169940216,1.0161097048879875,1.0161165849332623,1.001002799757228,1.0140844181050424,1.005808841228107,1.0151000752589956,1.0079432568017639,1.00806278769951,1.0036944965395156,1.0014481078086255,1.002427221970694,1.0004643739843495,1.0161454378265014,1.0029733319471164,1.0000569081265147,1.010102655091397,1.0105594942221814,1.010385426530943,1.008125797981672,1.0019182870522318,1.0001141993553386,1.0166327073686765,1.0044627289194055,1.0080505335037109,1.0027291030808014,1.0044889038928457,1.0004532851397125,1.0106732709297863,1.0043991647436288,1.0107199495495163,1.0028873039795334
8,1.0069438164000326,1.0231717754319907,1.0215022632953406,1.0170812363122892,1.0126386174719897,1.0110615359341943,1.0214123992518298,1.0232265620902694,1.013499985369299,1.012958444251293,1.0159883151323958,1.013618941026629,1.0070345263490916,1.0143832649867828,1.0169571100073775,1.0099937303109734,1.0234453892606936,1.0054692997335628,1.0164192685741549,1.0123862949926918,1.0110716850683126,1.0211103806059443,1.0175304281784174,1.016030904344068,1.0095790237129698,1.0102451342459617,1.0223105772525927,1.0199880085391368,1.0110412377373943,1.0171757057089235,1.0139277853654587,1.012093383780161,1.0195057862435941,1.0214446618003026,1.0030560965734745,1.0169895902187553,1.012362100636625,1.0149596653087063,1.0035721121787484,1.0155661805493228,1.0188493873657252,1.0110250979576927,1.0155636272160637,1.018681350488002,1.012678582399892,1.0185978819638424,1.013552382289682,1.0143001954041513,1.013189781008467,1.0190240760407532,1.0180883809297727,1.0222606922097341,1.0161800760717874,1.0069439393055832,1.0128594443873633,1.0173082809869165,1.0169409932371047,1.0164246988713779,1.011452741670924,1.0120043109099872,1.012994608030611,1.0135436724924893,1.0110271229612218,1.011479216079563,1.0099038040766821,1.0124883177844681,1.0187741759648796,1.0199922124337342,1.0185731378937248,1.002931070993162,1.020526614832057,1.0204828312993304,1.0157965333418213,1.0063088681707153,1.003551596549642,1.0133112411939915,1.0190407259059329,1.0170396045420227,1.0158638188826516,1.0230531979278796,1.003609109220171,1.0134779110495094,1.0123856912615599,1.0211257672278164,1.0253663480034756,1.0188807517988316,1.0204719477571558,1.0147885893762552,1.0139016155408918,1.0148350784004316,1.0223341857831258
9,1.0068663658554942,1.0261147427687374,1.0213689087553313,1.0172603880320636,1.0123829083837117,1.0111706344194937,1.0212796899901377,1.023084105325814,1.0132248809695727,1.0152679983721424,1.0125045953802723,1.0133430092881364,1.006956416063478,1.0143087996265405,1.0171376096406282,1.009874761529475,1.026390260006605,1.0054054579795715,1.0217728591782547,1.0158924729191425,1.0110109737638406,1.0139832218614673,1.0205642683715572,1.0142415488202914,1.0094795896704893,1.0101140373663737,1.022176166235946,1.0140066042864806,1.011150485009352,1.0173534927436678,1.0124794671270596,1.0117509912467322,1.0228230003882652,1.021311723632536,1.0030143413205033,1.0171698436457601,1.0158685363009037,1.0151297417475613,1.0035534757437443,1.0152918130552222,1.0139710837301337,1.01096472049387,1.0152900163310958,1.0185647185885727,1.0198903232996384,1.018483111561063,1.0132769134796635,1.0142249193242148,1.0133095581095204,1.021847725457142,1.014093619058597,1.0221180076657317,1.013294423421962,1.0068664862955714,1.0126178442696037,1.0174616554896245,1.0171216121124567,1.020550101199607,1.0110721105550458,1.0116543321837768,1.012760341052159,1.0132642178307811,1.010966730981783,1.011098403630912,1.0099967651005433,1.0121628848613395,1.013894772719256,1.014010752633062,1.0184585438906832,1.002956683661874,1.0203499393612354,1.0132760532079086,1.0155237787031186,1.006344528923039,1.003533108667339,1.0134384746980554,1.0192293947076956,1.0172194923876707,1.0140731973338195,1.0259953514226017,1.00359020468195,1.0132029601408425,1.0138588761497709,1.0139986066251532,1.0252239836832338,1.0125411783116447,1.0132651653648042,1.0149664722904441,1.012453449144484,1.0150126172853826,1.0221992948994738
